IDENT LAT_DEG LON_DEG LAT_RAD LON_RAD UNIT_X UNIT_Y UNIT_Z
FA51 26.7389552700 -81.5061883300 0.4666828080049894 -1.4225513471090785 0.13190811549236223 -0.88327038744310471 0.44992629589007282
X14 26.7405833300 -81.4282777700 0.46671122301240936 -1.4211915513150057 0.13310715495503775 -0.88307756058298681 0.44995167217666482
5FD6 26.7422919400 -82.2587055500 0.4667410438825419 -1.4356852502760331 0.12029275479602373 -0.88490066077535534 0.44997830359132118
MYAT 26.7453416600 -77.3912722200 0.46679427153780584 -1.3507325125462215 0.19493805678780493 -0.87147914474849431 0.45002583735184287
1FL9 26.7463888800 -81.4286111100 0.46681254897479857 -1.4211973691955346 0.13309522155786244 -0.88303324786804793 0.45004215931184721
5FD2 26.7505972200 -80.0514333300 0.46688599836384193 -1.3971610825492282 0.15427386137194068 -0.87954680946629238 0.45010774893913658
45FA 26.7516666600 -80.9411388800 0.46690466361299449 -1.4126893737699955 0.14059662894767755 -0.88182798642719096 0.45012441644762508
64FD 26.7564388800 -80.0612666600 0.466987954564624 -1.3973327065341636 0.15411498636555829 -0.87952806645624682 0.45019879086163661
91FD 26.7613638800 -80.0696972200 0.4670739120302847 -1.3974798475639505 0.15397889599916972 -0.87951261213910092 0.45027554305684003
95FD 26.7683333300 -81.5388888800 0.4671955518798378 -1.4231220793737915 0.13137002154586211 -0.8831172256543971 0.45038415068863213
KPHK 26.7850277700 -80.6933611100 0.46748692482461446 -1.4083648358702461 0.1443663917292185 -0.88095293761849658 0.45064427949373465
7FA3 26.7980555500 -81.5254166600 0.46771430247983992 -1.4228869447772385 0.13154322037537908 -0.88285510675106271 0.45084724869610132
FD20 26.8003419400 -81.4850766600 0.46775420751332458 -1.4221828789569841 0.13216211183558402 -0.88274447938614675 0.45088286761468255
99TT 26.8037010000 -98.6026090000 0.46781283417009661 -1.7209401781065934 -0.13350895755500086 -0.88251504647626355 0.45093519600445403
38XS 26.8152138800 -98.4793041600 0.46801377183248366 -1.7187881026649485 -0.13159604761724478 -0.88271068670506847 0.4511145351550826
87FD 26.8286916600 -80.0853694400 0.46824900346934306 -1.3977533794040473 0.15364710606535753 -0.87903287741328218 0.45132445892535711
1FD7 26.8302750000 -80.1434111100 0.4682766379655216 -1.3987663976489035 0.15275441596845496 -0.87917578531146279 0.45134911866991484
5FA6 26.8436583300 -80.1001388800 0.46851022113890256 -1.3980111547607232 0.15340023360084684 -0.8789562862025303 0.45155754370430035
F45 26.8459166600 -80.2223333300 0.46854963643299913 -1.4001438502408867 0.15152231734480279 -0.87926390260045073 0.45159271133432383
FA54 26.8537416600 -82.2526027700 0.46868620844696768 -1.435578736671508 0.12026878722135353 -0.88401887713096972 0.45171455997831639
2FL4 26.8558333300 -80.0747222200 0.46872271497533285 -1.3975675503588632 0.15377358505310751 -0.87879361376177667 0.45174712943352746
2TA8 26.8582766600 -98.2217490000 0.46876535912854561 -1.7142929171174479 -0.12757826105749756 -0.88295749841587345 0.45178517383456462
59FL 26.8595027700 -80.0572638800 0.46878675878503723 -1.3972628448439304 0.15403635541291727 -0.87871821842700959 0.45180426493733722
7FA2 26.8784291600 -81.1400416600 0.46911708660605372 -1.4161608821723652 0.13738079503857525 -0.88132461295591846 0.45209893137749102
71FA 26.9070000000 -80.3003472200 0.46961574183411425 -1.4015054494836756 0.15024377121465401 -0.87899433752781009 0.45254365955700343
06FA 26.9081530500 -80.3284140200 0.46963586635305438 -1.401995307554174 0.1498116406866889 -0.879058852226968 0.45256160534911494
FL36 26.9169736100 -81.5625833300 0.46978981416692406 -1.4235356255407405 0.13083291957750434 -0.8820127385031139 0.45269888035322542
KPGD 26.9185925000 -81.9908861100 0.46981806912765167 -1.4310109192471858 0.12423423902804423 -0.88295343398947612 0.45272407408852777
60FL 26.9226750000 -80.0975000000 0.46988932219436441 -1.3979650976161579 0.15333347527818397 -0.87833491870001168 0.4527876057837254
47TX 26.9339436100 -97.7624941600 0.47008599654098754 -1.7062774080537282 -0.12041619265975845 -0.88335978032521756 0.452962955493174
6FL3 26.9372811100 -81.5670222200 0.47014424690477286 -1.4236130987863747 0.13074104801353825 -0.8818640999911832 0.45301488663294726
40FL 26.9525805500 -81.8709416600 0.47041127250648418 -1.4289174936751918 0.12604436565581473 -0.88242541001242991 0.45325292459157751
F13 26.9686111100 -81.9163055500 0.47069105855942267 -1.4297092429172045 0.12532782916980659 -0.88239934062250291 0.45350230308627526
KAPY 26.9687861100 -99.2489083300 0.47069411288561364 -1.7322202293685269 -0.14324564895923225 -0.87966691202462999 0.45350502526796804
FD15 26.9795000000 -80.2186566600 0.47088110554181017 -1.4000796802438773 0.15139945619513381 -0.87821421973798919 0.45367167523861651
2FD8 26.9887444400 -82.0994555500 0.47104245145731322 -1.4329058134422321 0.12248463006608379 -0.88263755159124713 0.45381545579517579
X36 26.9900805500 -82.3740177700 0.47106577097598201 -1.437697828182817 0.11825222334030931 -0.88320387393657551 0.45383623559440389
FA01 26.9936805500 -82.0952138800 0.47112860282905383 -1.432831782334949 0.12254459503075964 -0.88258975289918706 0.45389222322716566
3FD0 27.0217219400 -81.4511863800 0.47161801741138965 -1.4215913819865611 0.13242426919906208 -0.88093679716758322 0.45432826493980616
81FA 27.0338888800 -80.1663888800 0.47183037057428223 -1.3991674353901693 0.15212692047944179 -0.87765101797894174 0.45451742618514512
X58 27.0375000000 -80.4410000000 0.47189339650796686 -1.4039603035967587 0.14791396622633302 -0.87834180859135236 0.45457356486675227
20FL 27.0425566600 -82.0436988800 0.47198165187412072 -1.431932675970784 0.12328444827826003 -0.88209542932330276 0.45465217296265414
84FD 27.0461722200 -82.2360250000 0.47204475530042411 -1.4352894000023697 0.12031893229258706 -0.88247586200946981 0.45470837632774591
4FA9 27.0487777700 -82.3375277700 0.47209023072674949 -1.4370609575387643 0.11875263026635648 -0.88266713469104752 0.4547488781086968
26FD 27.0511666600 -81.8481388800 0.47213192472271748 -1.4285195100855839 0.12628477306354685 -0.88160186030997068 0.45478601120778483
FA87 27.0566666600 -82.1594444400 0.47222791783157719 -1.4339528170873488 0.12148696304348244 -0.88223173583257541 0.45487150064640491
4FL4 27.0665527700 -82.1627000000 0.47240046300129152 -1.4340096373283451 0.12142613004381463 -0.88216087142884514 0.45502515519747166
KVNC 27.0712677700 -82.4400325000 0.47248275527552297 -1.4388500025761322 0.11714981663030044 -0.88270115928026327 0.45509843316448167
49FA 27.0744166600 -82.2080555500 0.47253771377380616 -1.4348012410098978 0.12071930205638445 -0.88219483215954653 0.45514736978478626
FA64 27.0744983300 -81.5864666600 0.47253913918420626 -1.4239524682855811 0.13028264661268241 -0.88083264495286751 0.45514863899272578
TA44 27.0756008300 -98.6016850000 0.47255838143920947 -1.7209240512643051 -0.13317316536170912 -0.88039140588879672 0.45516577251007245
60FA 27.0757333300 -81.0712611100 0.47256069400046835 -1.4149604351135328 0.1381962264616734 -0.87961585254130736 0.45516783162893099
3FA0 27.0782555500 -80.2811472200 0.47260471504392804 -1.4011703462672924 0.15030930016839927 -0.87760678902785516 0.45520702777429056
08FL 27.0844969400 -81.3286833300 0.47271364784932912 -1.419453300420326 0.13423235156346494 -0.8801590354276112 0.45530401727733472
FA24 27.0933333300 -80.6122222200 0.47286787194881935 -1.4069486950883328 0.14521615610118754 -0.87834245553099466 0.45544132313502061
7TE2 27.1058788800 -98.2058397200 0.47308683310279293 -1.7140152477998263 -0.12705323529525239 -0.88105226114844948 0.455636245843341
XS94 27.1113722200 -99.4233027700 0.47318270997272444 -1.7352639865436987 -0.14573724099944879 -0.8781107498014129 0.45572159008441659
80FD 27.1133836100 -80.6333894400 0.47321781535076612 -1.4073181327708268 0.1448657054851239 -0.87823873641127259 0.45575283788587506
FL40 27.1209722200 -81.8026916600 0.47335026158091587 -1.4277263064607058 0.12690492638873385 -0.88095233789100613 0.45587072512132293
8FD8 27.1366679700 -82.4125214100 0.47362420409698586 -1.4383698434748196 0.11750497262090959 -0.88212930879246232 0.45611452945361436
78FA 27.1368416600 -82.4132055500 0.47362723555936365 -1.4383817839703643 0.1174942569966789 -0.88212934120319852 0.45611722721380438
64FA 27.1428275000 -80.3378272200 0.47373170817586119 -1.4021595988873228 0.14935485332380041 -0.87724875832031923 0.45621019696416704
FD39 27.1555555500 -80.6916666600 0.47395385455571964 -1.4083352621387357 0.14391805083324555 -0.87805435656030706 0.45640786755907764
88FL 27.1697713800 -80.1567111100 0.47420196759512345 -1.3989985264394187 0.15209045658738771 -0.87656077881382921 0.45662861721571196
KSUA 27.1816991600 -80.2212933300 0.47441014662857695 -1.4001256988166659 0.15108617642176472 -0.87663795572034342 0.45681381533914711
FD72 27.1828266600 -81.3906288800 0.47442982521589322 -1.4205344542247846 0.13316351913661142 -0.87952977306494495 0.45683132058067105
8FD5 27.1889366600 -81.0870111100 0.47453646483319006 -1.4152353244707221 0.13781482143601825 -0.87876364363743897 0.45692617961067916
X06 27.1953180500 -81.8382275000 0.47464784109954389 -1.4283465238711677 0.12627443525323168 -0.88044459853052248 0.45702524647978088
8FL1 27.1969944400 -81.9156397200 0.47467709962459143 -1.4296976219914459 0.12508287276338304 -0.88060116464709537 0.45705127038816834
44FL 27.2006083300 -80.2435000000 0.47474017390389633 -1.4005132783240697 0.15072084180643919 -0.87654781950188876 0.45710737028803478
KBKS 27.2060555500 -98.1210277700 0.47483524582797676 -1.7125350000272894 -0.12563619174999288 -0.88044936814158081 0.45719192628659794
65FL 27.2074780800 -80.2866333300 0.47486007366018518 -1.4012660969499191 0.15005166954479021 -0.87660700890571064 0.45721400722659911
FD73 27.2109000000 -80.2096222200 0.47491979743092499 -1.3999219995198036 0.15122513529242948 -0.87637762263707386 0.45726712214719423
15FA 27.2158380500 -80.6848459700 0.47500598266205307 -1.4082162186409779 0.14394476935864203 -0.8775628648110263 0.45734376750859057
FD24 27.2211577700 -80.5206097200 0.47509882929133734 -1.4053497553273493 0.14645268234839234 -0.87710476090720946 0.45742633311481729
FD85 27.2279888800 -81.8509888800 0.47521805465240324 -1.4285692519692659 0.12604137205273624 -0.88021458779987416 0.45753235071999138
00FL 27.2308797200 -80.9692305500 0.47526850932855158 -1.4131796659038793 0.13956842636398006 -0.87814790753946548 0.45757721408123081
32FA 27.2342127700 -80.9036733300 0.47532668202518519 -1.4120354765664249 0.14056889377457329 -0.87796135481667714 0.45762893871722915
18FA 27.2373333300 -80.6921638800 0.47538114607169119 -1.4083439402648426 0.14380492338689441 -0.87741186118316261 0.45767736437886897
8FA8 27.2380555500 -81.3881944400 0.47539375118861493 -1.4204919652313426 0.13313488964426901 -0.87908831889547101 0.45768857178319744
FA60 27.2389166600 -81.3876944400 0.47540878039333684 -1.4204832385850825 0.13314153104817691 -0.8790803558088861 0.45770193438641876
FL37 27.2408611100 -80.4885833300 0.47544271744797723 -1.4047907893743217 0.1469169289747452 -0.87686756897153861 0.45773210775143758
09FA 27.2456022200 -81.4131288800 0.47552546542767643 -1.4209271533064836 0.13274330619899796 -0.87908655838494953 0.45780567659899513
26FL 27.2591027700 -80.8291027700 0.47576109447600656 -1.410733974769369 0.14167974465697525 -0.87758131926852512 0.45801515043156521
KOBE 27.2665736100 -80.8503911100 0.47589148523189623 -1.411105526394653 0.14134417051485801 -0.87757493148879318 0.45813105666818393
FD40 27.2718694400 -80.6817861100 0.47598391490202213 -1.4081628140093279 0.14391914842254092 -0.87711340726758602 0.45821321402680698
FL67 27.2778225000 -80.5858888800 0.47608781539959089 -1.4064890916022856 0.14537920244706826 -0.87682432601035398 0.45830556271154149
TE89 27.2796203300 -98.9674923600 0.47611919345248205 -1.7273085941243331 -0.13853779585909379 -0.87791669689733043 0.45833345113288965
FL22 27.2884472200 -80.2928527700 0.4762732517456934 -1.4013746466555492 0.14984741891198056 -0.87598554279085428 0.45847036967161769
75FA 27.2958350000 -81.8831765000 0.47640219283110641 -1.4291310319166468 0.12547028210808484 -0.87974828529116711 0.45858495705263685
22FA 27.3031025000 -82.2725911100 0.47652903463449514 -1.4359275990165161 0.11948033974674503 -0.88052308014173819 0.45869767140427958
0FA1 27.3039347200 -81.8803611100 0.47654355961359607 -1.4290818940914187 0.12550435318041209 -0.87967793130981442 0.45871057814187355
TE32 27.3086344400 -99.4814305500 0.47662558520151782 -1.7362785076915734 -0.14636870234332927 -0.87640968543049214 0.45878346336584058
FA23 27.3178472200 -82.5303944400 0.47678637854577977 -1.4404271159476216 0.1155018656824864 -0.88093469826401738 0.45892633005565242
30FA 27.3205388800 -81.3704777700 0.47683335687512401 -1.420182751007353 0.13330770850885956 -0.87839476709971487 0.45896806858860517
FD70 27.3253208300 -81.0286761100 0.47691681764728971 -1.4142171866515711 0.13853945197546713 -0.87754604573875694 0.4590422179436317
FA22 27.3332861100 -82.4283361100 0.47705583800913298 -1.4386458620600349 0.11705455125032331 -0.88060494689772972 0.45916572120622445
6FL6 27.3386972200 -82.4969694400 0.47715027969482054 -1.4398437396451427 0.11599394761459245 -0.88070153506804483 0.4592496164893039
FD88 27.3419869400 -80.5219988800 0.47720769614028929 -1.4053740007431863 0.1462722429767562 -0.87615487909247014 0.45930061917768822
4FL8 27.3436563800 -82.3173144400 0.47723683336495376 -1.4367081683774723 0.11874956084689153 -0.8802941027048885 0.4593265010226012
KHBV 27.3495555500 -98.7369444400 0.47733979330458864 -1.7232847738367087 -0.13491902611015541 -0.87791343504033059 0.45941795455682244
90FD 27.3498100000 -80.7359105000 0.47734423429487038 -1.4091074628204614 0.14299004308611904 -0.87663297119054684 0.45942189912961662
75FD 27.3506333300 -80.2447916600 0.47735860411420078 -1.4005358220438862 0.15049776244987662 -0.87536861623189866 0.45943466261682042
03FA 27.3530975000 -81.4081286100 0.47740161199402964 -1.4208398821314949 0.13269147392918346 -0.87822415223397488 0.45947286228831519
FA28 27.3591666600 -80.4869444400 0.47750753881885999 -1.4047621853477437 0.1467854930477783 -0.8759293601014706 0.45956694304850609
FL29 27.3611530500 -80.5708886100 0.47754220786458867 -1.4062272875020974 0.14549939967009809 -0.87612775765761008 0.45959773384720815
90FL 27.3611538800 -80.7608922200 0.4775422223508215 -1.4095434760872727 0.14259319902174061 -0.87660543621930598 0.45959774671282549
08FD 27.3630983300 -80.7726000000 0.47757615940546189 -1.4097478153963718 0.14241156992222392 -0.87661915925013167 0.4596278868692365
XS50 27.3836483300 -98.3100080500 0.47793482456674669 -1.7158333281346301 -0.12833408440156749 -0.87862374158593348 0.45994639198752951
7FL9 27.3900361100 -82.4354388800 0.47804631235963979 -1.4387698287825468 0.11688545699749781 -0.88016818522672091 0.46004538434505232
KSRQ 27.3954444400 -82.5543888800 0.47814070552517413 -1.4408458979277941 0.11505228864747589 -0.88036588763832069 0.46012919355303855
9FL3 27.3969444400 -81.4266666600 0.47816688546395403 -1.4211634321408941 0.13235486063242588 -0.87791908813321162 0.46015243730564026
XS51 27.4044819400 -98.1447263800 0.47829843965632313 -1.7129486187999354 -0.12577527747095124 -0.87882467722187707 0.46026923238792389
5FL6 27.4050083300 -80.8114694400 0.47830762689497275 -1.4104262151027782 0.14176311500667321 -0.87638344619142916 0.46027738860956335
FD30 27.4114288800 -80.5261658300 0.47841968663226159 -1.4054467277404523 0.14611678913880874 -0.8756157958240921 0.46037686957003693
TX11 27.4163722200 -99.4512750000 0.47850596419130714 -1.7357521940563236 -0.14576549709697875 -0.87563407450291142 0.4604534584792479
14TS 27.4216666600 -98.6043611100 0.47859836960135643 -1.7209707581949505 -0.13280054932656651 -0.87765088886029918 0.46053548330317484
FD19 27.4328888800 -80.3460416600 0.47879423428973961 -1.4023029679115304 0.14883986132512189 -0.87498206098132103 0.46070933205395181
0TE5 27.4337944400 -99.1859388800 0.47881003929331395 -1.7311212051378568 -0.1416865388651295 -0.87616146370992565 0.46072335974432738
7FL8 27.4439280500 -80.5650555500 0.478986904152927 -1.4061254813996311 0.14547959764155707 -0.87545702925649749 0.46088032784600241
40TS 27.4448444400 -97.9059416600 0.47900289817565933 -1.7087810392324827 -0.12206699532850705 -0.87901984525564159 0.46089452187915869
13TS 27.4553069400 -98.9264125000 0.47918550324864922 -1.726591615311075 -0.13768959581593052 -0.87662330355767737 0.46105656796500571
67FL 27.4555555500 -82.1050000000 0.47918984231170264 -1.4330025823499444 0.12188729133394173 -0.87895777991405433 0.46106041831828476
KSEF 27.4563888800 -81.3423888800 0.47920438666395826 -1.4196925073936226 0.13357413390331749 -0.8772510132289788 0.46107332447313493
9FD3 27.4654555500 -81.4318805500 0.47936262990765011 -1.421254431688231 0.13219289998502703 -0.87738641732523948 0.46121373774718533
FD57 27.4697600000 -80.4164411100 0.47943775673263755 -1.4035316701056235 0.14771526709387031 -0.87487176000304523 0.46128039565600515
5FL2 27.4820805500 -82.6217972200 0.4796527908957941 -1.4420223954040978 0.11392698306561899 -0.87980963689500435 0.46147117500039692
TS69 27.4850336100 -98.6619611100 0.47970433151580305 -1.7219760678440992 -0.13360600312654144 -0.87701287786605409 0.46151689891666187
TA10 27.4892697200 -97.8502297200 0.47977826558277969 -1.7078086824468093 -0.12116337037321631 -0.87878384457003766 0.46158248688886222
03TE 27.4911444400 -98.6694613800 0.47981098561933272 -1.7221069722503879 -0.1337133865442702 -0.87694671547848813 0.46161151249763493
FL45 27.4957555500 -82.5625555500 0.4798914646710043 -1.4409884332082179 0.11482235157622024 -0.87958213094877891 0.46168290253605021
KFPR 27.4974722200 -80.3726388800 0.47992142621467454 -1.4027671769724077 0.14834672759766804 -0.87453850966588909 0.46170947956743208
KNQI 27.5045144400 -97.8082900000 0.48004433614032438 -1.7070766962454447 -0.12050339074593439 -0.87875059313511672 0.46181850101897526
KCHN 27.5149166600 -81.8804722200 0.48022588912884118 -1.4290838333267508 0.12526322741907547 -0.87800002344247707 0.46197952626882349
96FA 27.5213642200 -82.0805368000 0.48033842027956103 -1.4325756189643706 0.12218951853079188 -0.87838056552657862 0.4620793261621009
1FD1 27.5267750000 -82.5339777700 0.48043285620566212 -1.4404896568543073 0.11522855693777695 -0.87927678983089097 0.46216307352569891
XA22 27.5339500000 -99.4778472200 0.4805580835794927 -1.736215966784888 -0.14601567489428247 -0.87463252845217121 0.46227412090504177
5FD3 27.5339722200 -82.5652416600 0.48055847139165248 -1.4410353146717885 0.11474124253416242 -0.87928196072852083 0.46227446479242656
FL75 27.5378355000 -80.8424985000 0.48062589834757896 -1.4109677743635771 0.14111828159905887 -0.87540428856843688 0.46233425371101111
FA52 27.5380400000 -81.5092740000 0.48062946754589925 -1.4226052022102087 0.13092125795645462 -0.87698559602537074 0.46233741853664062
KLRD 27.5441944400 -99.4615833300 0.4807368827875157 -1.7359321083552057 -0.14575380764587267 -0.87459239719195903 0.46243266140136841
KIKG 27.5508611100 -98.0309166600 0.48085323812915964 -1.7109622644651625 -0.12386468740840277 -0.87790554707001289 0.46253582524699655
8TS0 27.5530863800 -98.7322402700 0.4808920764174055 -1.7232026705816352 -0.13459833308673591 -0.87630590792685525 0.46257025894750525
70FA 27.5621750000 -80.5993694400 0.48105070276086809 -1.4067243717592983 0.14479960008506979 -0.87460374426947507 0.4627108884876372
FD25 27.5624694400 -80.4988444400 0.48105584170831767 -1.4049698795287309 0.14633346940066685 -0.8743460032655691 0.46271544420592836
00XS 27.5757541100 -98.6007166100 0.48128770293985856 -1.7209071496703618 -0.13255902332628824 -0.87643155645385273 0.46292097833934648
83FD 27.5802777700 -80.8152777700 0.48136665570109932 -1.4104926830002806 0.14147945828663672 -0.87499881902550958 0.46299096058873918
KAVO 27.5912998800 -81.5289668300 0.48155902781111637 -1.4229489069327441 0.13055646048990774 -0.87660508172972751 0.46316146354156562
33FA 27.5980902700 -80.8458938800 0.48167754247411082 -1.4110270349239336 0.14098897487160145 -0.87493214706042965 0.46326649674337728
FL74 27.5988970000 -80.5023643600 0.48169162256878545 -1.4050313137221377 0.14623118216253245 -0.87406466175129749 0.46327897474517243
28XA 27.6066972200 -99.4793194400 0.48182776209016537 -1.7362416618712015 -0.14594136690850262 -0.87404914652346155 0.46339961899691523
07R 27.6101666600 -97.7525277700 0.48188831524136577 -1.7061034617336903 -0.11953302597869667 -0.87802216115098297 0.46345327728707819
7XA1 27.6186444400 -97.2195083300 0.48203628041562552 -1.6968005175285539 -0.11135116107659687 -0.87902811943949177 0.46358438731428847
FL01 27.6211444400 -81.6106333300 0.48207991364692532 -1.424374256246324 0.12927164344350342 -0.87655148814086115 0.46362304821854744
X52 27.6322550000 -80.5275544400 0.48227382950066572 -1.4054709635569786 0.14580247154441361 -0.8738626731517557 0.46379485525780501
FA07 27.6326833300 -80.7945722200 0.48228130526945079 -1.4101313029793445 0.14172785162679855 -0.87452924751339112 0.46380147834705543
KNWL 27.6358440200 -97.3134885800 0.48233646971658567 -1.6984407823229013 -0.11277512923526128 -0.87870622112551722 0.46385034998508268
48X 27.6425972200 -82.5199166600 0.48245433529163134 -1.4402442441883223 0.11532248083600095 -0.87832038630939835 0.4639547654751911
KAGR 27.6478500000 -81.3415638800 0.4825460135975142 -1.4196781084272936 0.1333540720285219 -0.87572101893020438 0.46403597756774895
69TA 27.6550316600 -97.5252713800 0.48267135721027299 -1.702137089481994 -0.11600196946235426 -0.87812931878562139 0.46414700534416431
KVRB 27.6555550000 -80.4179541600 0.4826804912163804 -1.4035580778098706 0.14744239544975399 -0.87339612262978394 0.46415509584544873
3FD7 27.6584083300 -80.3961388800 0.48273029121952632 -1.4031773293466263 0.14777107241966811 -0.87331712881000423 0.46419920581900154
FA97 27.6661111100 -80.4250000000 0.48286473009208308 -1.4036810509164395 0.14732076309394307 -0.87332990857916193 0.46431827827744521
23FL 27.6844444400 -82.2441666600 0.48318470706343775 -1.4354314987759478 0.11950249977011256 -0.87741920495576342 0.46460164799911141
1XA3 27.6851361100 -97.3774500000 0.48319677898227498 -1.6995571196961521 -0.11370470852212355 -0.87818370216134767 0.46461233788836082
71TT 27.6922694400 -97.3457166600 0.4833212790774063 -1.6990032684304974 -0.11321091133641045 -0.87818916661922308 0.46472258088779572
KNGP 27.6927011100 -97.2903787700 0.48332881314018844 -1.6980374400488911 -0.11236223433893033 -0.87829462634625377 0.464729251958232
KNGW 27.7024195800 -97.4388190200 0.48349843243994473 -1.7006282111538744 -0.11462710785448614 -0.87792239799903682 0.46487943516199637
FL95 27.7086411100 -80.4528300000 0.48360701862295624 -1.4041667760472696 0.14683934214750533 -0.87306123795725532 0.46497557180375904
FD77 27.7119752700 -82.2828686100 0.4836652106927446 -1.4361069752303899 0.1188798052184839 -0.87727840372432064 0.46502708982394059
73FA 27.7144166600 -82.3660722200 0.48370782098656989 -1.4375591521744353 0.11760308445769949 -0.87743047304719191 0.46506481214365836
TX56 27.7155000000 -98.7025333300 0.48372672883648837 -1.7226841866679428 -0.13394503141002545 -0.87507592797622258 0.46508155073827667
TX10 27.7183833300 -97.5523916600 0.48377705243840996 -1.7026104276620566 -0.11635008548841941 -0.8775650224860404 0.46512610001580529
38FD 27.7372694400 -81.5317972200 0.48410667724080375 -1.4229983065573597 0.13033896956696683 -0.87544157786711929 0.46541787326417727
KALI 27.7408888800 -98.0269444400 0.48416984838588212 -1.7108929361475489 -0.12358892985857382 -0.87639028538164665 0.4654737845519214
3TX0 27.7411405500 -97.4349922200 0.48417424085601063 -1.7005614208940592 -0.11452779086754107 -0.87761832355799785 0.46547767215436892
4FL3 27.7416958300 -80.6661675000 0.48418393232028112 -1.407890217840243 0.14354400851472748 -0.8733370878420923 0.46548624965622498
TE42 27.7487000000 -97.3849027700 0.48430617814815052 -1.6996871950710462 -0.1137526158214518 -0.87765719924961338 0.46559444047271603
52FL 27.7513027700 -81.5591500000 0.48435160505432262 -1.4234757026279332 0.12990428550956992 -0.87539091616424214 0.46563464272257177
4FL5 27.7552777700 -81.5997222200 0.48442098189208943 -1.4241838214517768 0.12927965263625316 -0.87545072455806494 0.46569603851118246
FD46 27.7553063800 -81.5139641600 0.48442148123078843 -1.4226870609446538 0.13058981308981535 -0.87525601332514136 0.46569648039828149
2FD3 27.7630277700 -82.6423000000 0.48455624490911903 -1.44238023642091 0.11332099684237659 -0.87759560910677292 0.46581573454657182
TA29 27.7650295800 -98.0409061100 0.48459118308461835 -1.7111366132581258 -0.1237750381375939 -0.87616587369646293 0.46584665041594003
KSPG 27.7651141600 -82.6269397200 0.48459265928409967 -1.4421121489608815 0.11355408829812554 -0.87754837491311743 0.46584795665337891
FL14 27.7652166600 -82.6404638800 0.48459444824658299 -1.4423481900814481 0.11334684088217341 -0.87757432738023622 0.46584953964253012
KCRP 27.7721816600 -97.5024219400 0.48471601042898438 -1.7017382915217572 -0.11552761070896078 -0.87723277987081583 0.46595710219289443
5TS0 27.7778333300 -97.3943750000 0.48481465067872054 -1.6998525166720522 -0.1138672269607908 -0.87740349485714164 0.46604437754009398
KRBO 27.7781388800 -97.6901111100 0.48481998353225003 -1.7050140855085925 -0.11839413599896922 -0.87680161315509864 0.46604909583613008
6FD5 27.7786388800 -81.0997880500 0.48482871017850998 -1.4154583241420517 0.13688398928641188 -0.87410172005038156 0.46605681679598032
2RR 27.7793333300 -81.2039166600 0.4848408306175005 -1.4172757112320769 0.13529431910604314 -0.87434346513450534 0.46606754037823567
0TE1 27.7800583300 -97.4148027700 0.48485348425457742 -1.7002090485173924 -0.11417770631675486 -0.87734489430819773 0.46607873563549551
1FA9 27.7850000000 -81.6511111100 0.48493973266662449 -1.425080726781222 0.12845930947575898 -0.87532718625557204 0.46615504160194843
58FA 27.7869722200 -82.3457222200 0.48497415439919811 -1.4372039776716543 0.11783618109853161 -0.87680426509770037 0.46618549433738876
FD10 27.7897000000 -81.6531666600 0.48502176314146822 -1.4251166028966613 0.12842235466958232 -0.87529395749604211 0.46622761264433593
67T 27.7997055500 -97.8509027700 0.4851963929324411 -1.7078204293853398 -0.12083030249652964 -0.87629206321583331 0.46638209436419742
XS66 27.8039130500 -97.7436075000 0.48526982766071874 -1.7059477736520234 -0.11918448323682829 -0.87648286144477305 0.46644705224618244
27FA 27.8061995000 -82.1413650000 0.48530973374140102 -1.4336372713324319 0.1209413312163212 -0.87622337952711449 0.46648235076335554
FD09 27.8100266600 -80.8589491600 0.48537653028440159 -1.411254892544703 0.14051641409101151 -0.87326641317694476 0.46654143330263498
FD64 27.8103916600 -82.7823611100 0.48538290073617141 -1.4448247639444076 0.1111269362018239 -0.87748768506133967 0.46654706795358486
KRAS 27.8118333300 -97.0887500000 0.48540806262439862 -1.6945183541456448 -0.10915126826439937 -0.87772379886493745 0.46656932340476043
X26 27.8132500000 -80.4955833300 0.48543278818031288 -1.4049129624219612 0.14604741158489379 -0.87233182477971094 0.46659119263639365
1FL4 27.8135500000 -82.6822333300 0.48543802416806886 -1.4430772045106952 0.11265695172705495 -0.87726663478918421 0.466595823720303
72FA 27.8250305500 -82.7032027700 0.48563839756550869 -1.4434431902809948 0.11232400031191715 -0.87721505302710878 0.4667730387421441
28TA 27.8336313800 -98.7169619400 0.485788510367413 -1.7229360134189291 -0.1340197855469947 -0.87409248968327169 0.46690578981335951
6FL7 27.8346694400 -81.4375333300 0.48580662793224622 -1.4213530913111216 0.13166109400320614 -0.87444232429938051 0.46692181122729309
44XA 27.8369444400 -97.7718055500 0.4858463341727291 -1.7064399224671654 -0.11957944477596888 -0.87615751347534965 0.46695692303226805
FA03 27.8424888800 -80.4896638800 0.48594310290590842 -1.404809648529554 0.14609817419562626 -0.87208178207280096 0.46704249150739169
62FL 27.8444444400 -81.4397222200 0.48597723386662867 -1.4213912946485856 0.13161582805458905 -0.87436856862008694 0.46707267102107908
10TX 27.8447486100 -97.2238791600 0.48598254263461449 -1.6968768029030987 -0.11118730654525313 -0.87719787838811925 0.4670773651276568
XA80 27.8463888800 -97.0630555500 0.48601117074673617 -1.6940699013936555 -0.108723019493472 -0.87749324377952853 0.46710267838399616
