#airframe_info, log_version="1.03", log_content_version="1.01", Product="TXi", airframe_name="Piper PA-32-300", unit_software_part_number="006-B2014-2H", unit_software_version="3.50", system_software_part_number="006-B2014-2H", system_id="71D005BA55FCE", tail_number="N898CP", unit="GDU1", unit_cycle="1058", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,     G,      G,   deg,   deg, volts, volts,  amps,  amps,     volts,     volts,     amps,     amps,   gals,   gals,   gals,      lbs,      lbs,      lbs,     gals,     gals,       lbs,       lbs,      gph,      psi,   deg F,     psi,     Hg,    rpm,       %,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  deg F/min,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,    deg F,    deg F,   deg F,   deg F,   deg F,   deg F,   deg F,     psi,         %,     rpm,       %,       rpm,      %,   deg C,      gph,      psi,   deg F,     psi,     Hg,    rpm,       %,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  deg F/min,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,     psi,         %,     rpm,       %,       rpm,      %,   deg C,  ft wgs,  kt, enum,    deg,    MHz,    MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,    deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt,       ft, bool,   bool,       bool,     bool,        bool,     bool,    bool,         ft lbs,          #,            s,         Hg,         Hg,         deg,        bool,        bool,     gals,         lbs,         ft lbs,       bool,     bool,        bool,     bool,    bool,   deg C,     G,            bool,            bool,         bool,         bool,            bool,            bool, crc16
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll, LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2, bus1volts, bus2volts, alt1amps, alt2amps,  FQtyL,  FQtyC,  FQtyR, FQtyLlbs, FQtyClbs, FQtyRlbs, FQtyAux1, FQtyAux2, FQtyA1lbs, FQtyA2lbs, E1 FFlow, E1 FPres, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 CHT CLD, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 CarbT, E2 CarbT, E1 TIT1, E2 TIT1,  E1 IAT,  E1 CDT, E1 PEGT, E1 Torq, E1 Torq %,   E1 NP, E1 NP %, E1 NG RPM,  E1 NG,  E1 ITT, E2 FFlow, E2 FPres, E2 OilT, E2 OilP, E2 MAP, E2 RPM, E2 %Pwr, E2 CHT1, E2 CHT2, E2 CHT3, E2 CHT4, E2 CHT5, E2 CHT6, E2 CHT CLD, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 EGT5, E2 EGT6,  E2 IAT,  E2 CDT, E2 PEGT, E2 Torq, E2 Torq %,   E2 NP, E2 NP %, E2 NG RPM,  E2 NG,  E2 ITT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PitchC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas, AltPress,  WoW, OnGrnd, E1 InrtSep, E1 Bleed, E1 Ignition, E1 Start, E1 Beta, E1 Torq ft lbs,     LogIdx,      SysTime, Vac1 Press, Vac2 Press, Rudder Trim, Fuel Slct L, Fuel Slct R, FQtyAuxC, FQtyAuxClbs, E2 Torq ft lbs, E2 InrtSep, E2 Bleed, E2 Ignition, E2 Start, E2 Beta, EIS OAT, LonAc, E1 Prop Feather, E2 Prop Feather, E1 Cndtn Lvr, E2 Cndtn Lvr, E1 SRL Computer, E2 SRL Computer, LogCheck
2023-08-12, 12:53:01,  +00:00,   KMLB,   28.2954674,  -81.4430389,   -13.0, 29.92,    72.8,  30.2,   0.00,   0.00,  -12.04,   3.72,  -0.63,  0.01,  -0.00,  56.8,  54.8,      ,      ,      ,      ,      12.5,          ,      8.8,         ,  17.70,       ,   0.00,   106.20,         ,     0.00,    13.80,    16.70,     82.80,    100.20,     4.01,    24.65,  171.28,   60.93,  13.36, 1016.7,        ,  277.81,  275.26,  293.27,  295.03,  302.02,  284.14,          0, 1182.35, 1107.60, 1148.95, 1112.06, 1104.46, 1212.65,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.1,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  20.5,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        654,        664.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.07,                ,                ,             ,             ,                ,                , E53F
2023-08-12, 12:53:02,  +00:00,   KMLB,   28.2954692,  -81.4430389,   -13.0, 29.92,    72.6,  30.2,   0.00,   0.00,   -5.98,   3.71,  -0.63,  0.01,  -0.00,  56.8,  54.8,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  17.70,       ,   0.00,   106.20,         ,     0.00,    13.80,    16.70,     82.80,    100.20,     4.00,    24.64,  171.48,   60.83,  13.42, 1013.7,        ,  277.93,  275.43,  293.41,  295.18,  302.15,  284.21,          0, 1186.58, 1107.75, 1149.73, 1113.70, 1103.78, 1212.07,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.3,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  19.5,     23,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        655,        665.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.08,                ,                ,             ,             ,                ,                , 9DBD
2023-08-12, 12:53:03,  +00:00,   KMLB,   28.2954692,  -81.4430389,   -13.0, 29.92,    72.6,  30.2,   0.00,   0.00,   -4.34,   3.70,  -0.63,  0.01,   0.00,  56.8,  54.8,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  17.70,       ,   0.00,   106.20,         ,     0.00,    13.80,    16.70,     82.80,    100.20,     3.99,    24.63,  171.59,   60.75,  13.39, 1020.7,        ,  277.88,  275.41,  293.46,  295.24,  302.14,  284.19,          0, 1188.56, 1106.12, 1152.35, 1114.57, 1103.08, 1215.45,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.3,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  19.5,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        656,        666.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.07,                ,                ,             ,             ,                ,                , 44D1
2023-08-12, 12:53:04,  +00:00,   KMLB,   28.2954692,  -81.4430389,   -13.0, 29.92,    72.7,  30.2,   0.00,   0.00,   -9.27,   3.69,  -0.63,  0.01,  -0.01,  56.8,  54.8,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  17.70,       ,   0.00,   106.20,         ,     0.00,    13.80,    16.70,     82.80,    100.20,     3.99,    24.68,  171.60,   60.91,  13.38, 1020.9,        ,  277.89,  275.42,  293.44,  295.23,  302.13,  284.16,          0, 1185.99, 1105.80, 1151.98, 1116.51, 1102.51, 1215.42,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.2,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  19.5,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        657,        667.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.06,                ,                ,             ,             ,                ,                , 29C1
2023-08-12, 12:53:05,  +00:00,   KMLB,   28.2954711,  -81.4430389,   -13.0, 29.92,    72.7,  30.2,   0.00,   0.00,  -13.10,   3.67,  -0.63,  0.02,   0.00,  56.8,  54.8,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  17.70,       ,   0.00,   106.20,         ,     0.00,    13.80,    16.70,     82.80,    100.20,     3.99,    24.64,  171.71,   60.80,  13.36, 1018.6,        ,  277.86,  275.30,  293.41,  295.24,  302.13,  284.13,          0, 1188.03, 1104.35, 1151.14, 1118.18, 1102.11, 1214.57,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.2,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  20.0,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        658,        668.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.07,                ,                ,             ,             ,                ,                , CE98
2023-08-12, 12:53:06,  +00:00,   KMLB,   28.2954712,  -81.4430389,   -13.0, 29.92,    72.8,  30.2,   0.00,   0.10,  -12.45,   3.75,  -0.65,  0.01,  -0.01,  56.6,  54.8,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  17.70,       ,   0.00,   106.20,         ,     0.00,    13.80,    16.80,     82.80,    100.80,     3.97,    24.58,  171.87,   60.82,  13.39, 1017.5,        ,  278.00,  275.50,  293.52,  295.39,  302.26,  284.26,         -1, 1187.44, 1103.10, 1152.78, 1119.30, 1101.29, 1218.89,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.1,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   3.9, 3DDiff, 3704,      ,     14,  19.5,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        659,        669.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , 34A6
2023-08-12, 12:53:07,  +00:00,   KMLB,   28.2954695,  -81.4430310,   -13.0, 29.92,    74.3,  30.2,   0.00,   0.41,   -7.90,   3.70,  -0.60,  0.01,  -0.00,  57.0,  54.8,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  17.80,       ,   0.00,   106.80,         ,     0.00,    13.90,    16.80,     83.40,    100.80,     3.98,    24.61,  171.98,   60.62,  13.40, 1013.3,        ,  277.98,  275.52,  293.50,  295.41,  302.28,  284.28,         -1, 1185.94, 1102.68, 1153.81, 1119.50, 1101.28, 1222.77,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -20.6,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  20.0,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        660,        670.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , AA7A
2023-08-12, 12:53:08,  +00:00,   KMLB,   28.2954697,  -81.4430306,   -12.0, 29.92,    74.5,  30.2,   0.00,   0.93,   -6.62,   3.67,  -0.58,  0.02,  -0.02,  57.9,  54.8,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  17.90,       ,   0.00,   107.40,         ,     0.00,    14.00,    16.90,     84.00,    101.40,     3.97,    24.55,  172.03,   60.65,  13.46, 1014.9,        ,  277.86,  275.46,  293.50,  295.44,  302.22,  284.19,         -1, 1183.40, 1104.04, 1155.62, 1118.67, 1100.90, 1218.50,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -20.4,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  19.5,     23,    -12.0,     ,      1,           ,         ,            ,         ,        ,               ,        661,        671.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , 711F
2023-08-12, 12:53:09,  +00:00,   KMLB,   28.2954738,  -81.4430227,   -12.0, 29.92,    74.6,  30.2,   0.00,   1.48,   -3.41,   3.75,  -0.56,  0.01,  -0.02,  59.2,  54.8,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  18.00,       ,   0.00,   108.00,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.98,    24.54,  172.08,   60.74,  13.32, 1017.0,        ,  277.82,  275.42,  293.49,  295.46,  302.22,  284.16,         -2, 1182.19, 1105.13, 1155.13, 1118.46, 1100.51, 1215.09,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -20.3,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  19.5,     24,    -12.0,     ,      1,           ,         ,            ,         ,        ,               ,        662,        672.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.10,                ,                ,             ,             ,                ,                , 3D4A
2023-08-12, 12:53:10,  +00:00,   KMLB,   28.2954778,  -81.4430145,   -12.0, 29.92,    74.8,  30.2,   0.00,   2.02,   -1.47,   3.74,  -0.58,  0.02,  -0.06,  60.9,  60.5,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  18.00,       ,   0.00,   108.00,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.96,    24.56,  172.27,   60.57,  13.35, 1020.9,        ,  278.00,  275.48,  293.57,  295.60,  302.35,  284.33,         -2, 1177.39, 1104.20, 1155.26, 1118.97, 1100.02, 1209.77,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -20.1,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -3.9, 3DDiff, 3704,      ,     13,  19.5,     24,    -12.0,     ,      1,           ,         ,            ,         ,        ,               ,        663,        673.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.08,                ,                ,             ,             ,                ,                , EE79
2023-08-12, 12:53:11,  +00:00,   KMLB,   28.2954856,  -81.4429989,   -13.0, 29.92,    75.0,  30.2,   0.00,   2.59,   -5.02,   3.65,  -0.69,  0.02,  -0.04,  62.8,  62.3,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  18.00,       ,   0.00,   108.00,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.97,    24.57,  172.29,   60.46,  13.39, 1009.0,        ,  278.11,  275.60,  293.56,  295.61,  302.41,  284.37,         -2, 1178.51, 1102.55, 1155.05, 1119.78, 1098.95, 1206.96,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -19.9,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,   0.0, 3DDiff, 3704,      ,     13,  20.0,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        664,        674.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , D062
2023-08-12, 12:53:12,  +00:00,   KMLB,   28.2954954,  -81.4429831,   -13.0, 29.92,    74.9,  30.2,   0.00,   3.11,  -10.63,   3.61,  -0.71,  0.02,   0.04,  64.1,  64.0,      ,      ,      ,      ,      12.4,          ,      8.6,         ,  18.10,       ,   0.00,   108.60,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.99,    24.56,  172.34,   60.40,  13.38, 1010.5,        ,  277.98,  275.59,  293.55,  295.67,  302.39,  284.33,          0, 1183.39, 1101.92, 1155.30, 1120.64, 1097.77, 1212.82,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -20.0,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -3.9, 3DDiff, 3704,      ,     14,  19.5,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        665,        675.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , 4A0F
2023-08-12, 12:53:13,  +00:00,   KMLB,   28.2955034,  -81.4429746,   -13.0, 29.92,    73.3,  30.2,   0.00,   3.63,  -13.84,   3.59,  -0.70,  0.02,   0.01,  65.1,  65.2,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  18.10,       ,   0.00,   108.60,         ,     0.00,    14.00,    17.00,     84.00,    102.00,     3.99,    24.56,  172.49,   60.45,  13.49, 1016.2,        ,  278.07,  275.62,  293.67,  295.81,  302.51,  284.48,          0, 1181.65, 1101.56, 1152.27, 1120.42, 1097.01, 1216.87,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -21.6,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -7.9, 3DDiff, 3704,      ,     13,  20.0,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        666,        676.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.08,                ,                ,             ,             ,                ,                , 0447
2023-08-12, 12:53:14,  +00:00,   KMLB,   28.2955169,  -81.4429590,   -13.0, 29.92,    72.5,  30.2,   0.00,   4.10,  -15.16,   3.67,  -0.83,  0.03,  -0.02,  66.2,  66.0,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  18.10,       ,   0.00,   108.60,         ,     0.00,    14.00,    17.00,     84.00,    102.00,     3.99,    24.57,  172.54,   60.60,  13.28, 1017.9,        ,  278.08,  275.56,  293.67,  295.86,  302.53,  284.46,          0, 1176.87, 1100.06, 1152.17, 1118.53, 1097.79, 1215.25,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.4,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -7.9, 3DDiff, 3704,      ,     13,  19.5,     23,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        667,        677.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , DC3B
2023-08-12, 12:53:15,  +00:00,   KMLB,   28.2955282,  -81.4429285,   -13.0, 29.92,    72.3,  30.2,   0.00,   4.59,  -15.67,   3.70,  -0.96,  0.03,  -0.01,  67.2,  66.6,      ,      ,      ,      ,      12.4,          ,      8.7,         ,  18.10,       ,   0.00,   108.60,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.99,    24.56,  172.61,   60.40,  13.42, 1016.0,        ,  278.04,  275.55,  293.66,  295.86,  302.52,  284.41,         -1, 1181.75, 1098.36, 1154.55, 1117.94, 1097.27, 1218.47,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.6,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -7.9, 3DDiff, 3704,      ,     13,  19.5,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        668,        678.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.10,                ,                ,             ,             ,                ,                , F1E4
2023-08-12, 12:53:16,  +00:00,   KMLB,   28.2955398,  -81.4429130,   -13.0, 29.92,    72.1,  30.2,   0.00,   5.03,  -15.88,   3.77,  -0.94,  0.02,  -0.00,  68.2,  67.6,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  18.10,       ,   0.00,   108.60,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.98,    24.60,  172.64,   60.63,  13.37, 1023.2,        ,  278.01,  275.46,  293.64,  295.90,  302.51,  284.42,         -1, 1184.23, 1098.03, 1152.75, 1118.23, 1097.17, 1221.83,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.8,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -7.9, 3DDiff, 3704,      ,     13,  19.5,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        669,        679.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , CCB4
2023-08-12, 12:53:17,  +00:00,   KMLB,   28.2955533,  -81.4428820,   -13.0, 29.92,    71.8,  30.2,   0.00,   5.48,  -15.96,   3.86,  -1.03,  0.02,  -0.02,  69.2,  68.7,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  18.10,       ,   0.00,   108.60,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.95,    24.58,  172.88,   60.36,  13.36, 1011.0,        ,  278.22,  275.60,  293.73,  296.06,  302.68,  284.54,         -1, 1186.64, 1095.32, 1151.35, 1119.26, 1098.44, 1219.97,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -23.1,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -7.9, 3DDiff, 3704,      ,     13,  19.5,     24,    -13.0,     ,      1,           ,         ,            ,         ,        ,               ,        670,        680.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , DED9
2023-08-12, 12:53:18,  +00:00,   KMLB,   28.2955648,  -81.4428588,   -14.0, 29.92,    71.6,  30.2,   0.00,   5.91,  -15.99,   4.19,  -1.14,  0.02,  -0.06,  70.0,  69.6,      ,      ,      ,      ,      12.4,          ,      8.7,         ,  18.10,       ,   0.00,   108.60,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.94,    24.57,  172.99,   60.36,  13.41, 1023.7,        ,  278.01,  275.59,  293.80,  296.17,  302.61,  284.48,          0, 1184.74, 1093.32, 1151.70, 1121.08, 1099.06, 1208.56,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -23.3,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -7.9, 3DDiff, 3704,      ,     14,  19.5,     24,    -14.0,     ,      1,           ,         ,            ,         ,        ,               ,        671,        681.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.09,                ,                ,             ,             ,                ,                , 8C9F
2023-08-12, 12:53:19,  +00:00,   KMLB,   28.2955764,  -81.4428201,   -14.0, 29.92,    72.9,  30.2,   0.00,   6.18,  -16.00,   4.28,  -1.34,  0.03,  -0.03,  70.5,  70.0,      ,      ,      ,      ,      12.5,          ,      8.7,         ,  18.10,       ,   0.00,   108.60,         ,     0.00,    14.10,    17.00,     84.60,    102.00,     3.95,    24.59,  173.07,   60.56,  13.28, 1017.5,        ,  278.20,  275.55,  293.70,  296.14,  302.70,  284.55,          0, 1182.97, 1092.40, 1150.64, 1121.53, 1099.19, 1202.84,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,   -22.0,   0, GPS1,   94.8, 110.75,       ,  2.500,       ,       ,      ,   43.8,  111.7,   -6.6,       ,      ,       ,      ,       ,  -3.9, 3DDiff, 3704,      ,     13,  20.0,     24,    -14.0,     ,      1,           ,         ,            ,         ,        ,               ,        672,        682.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.07,                ,                ,             ,             ,                ,                , CD2B
